name,details_link,authors,avg_rating,count_ratings,editions_count,genre,reviews,price,price_type,pages_count,year_first_published,book_id
"The Curse of the Golden Hinde: Kidnapped by 18th Century Pirates, how would you survive?",https://www.goodreads.com/book/show/23842843-the-curse-of-the-golden-hinde?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=31,['Mark Fiddes'],4.67,6,3,18th-century,,,,,,390
The Old Tea Seller: Life and Zen Poetry in 18th Century Kyoto,https://www.goodreads.com/book/show/2287557.The_Old_Tea_Seller?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=32,"['Baisao', 'Norman Waddell']",4.27,67,8,18th-century,,,,,,391
"Selina, Countess of Huntingdon: Her Pivotal Role in the 18th Century Evangelical Awakening",https://www.goodreads.com/book/show/663393.Selina_Countess_of_Huntingdon?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=33,['Faith Cook'],4.38,60,3,18th-century,,,,,,392
The Cherokee Struggle to Maintain Identity in the 17th and 18th Centuries,https://www.goodreads.com/book/show/20484573-the-cherokee-struggle-to-maintain-identity-in-the-17th-and-18th-centurie?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=34,['William R. Reynolds Jr.'],3.88,8,3,18th-century,,,,,,393
The Floating Brothel: The Extraordinary True Story of an 18th-Century Ship and Its Cargo of Female Convicts,https://www.goodreads.com/book/show/101033.The_Floating_Brothel?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=35,['Siân Rees'],3.62,326,26,18th-century,,,,,,394
"The Longman Anthology of British Literature, Volume 1C: The Restoration and the 18th Century",https://www.goodreads.com/book/show/301217.The_Longman_Anthology_of_British_Literature_Volume_1C?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=36,['David Damrosch'],3.78,130,13,18th-century,,,,,,395
The Emergence of Liberty in the Modern World: The Influence of Calvin on Five Governments from the 16th Through 18th Centuries,https://www.goodreads.com/book/show/1641078.The_Emergence_of_Liberty_in_the_Modern_World?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=37,['Douglas F. Kelly'],3.7,46,2,18th-century,,,,,,396
Henrietta (18th-Century Novels By Women),https://www.goodreads.com/book/show/3389649-henrietta?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=38,"['Charlotte Lennox', 'Ruth Perry', 'Susan Carlile']",3.76,51,29,18th-century,,,,,,397
"In Bed with the Georgians: Sex, Scandal and Satire in the 18th Century",https://www.goodreads.com/book/show/31617179-in-bed-with-the-georgians?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=39,['Mike Rendell'],4.0,64,4,18th-century,,,,,,398
Vegetable Gardening the Colonial Williamsburg Way: 18th-Century Methods for Today's Organic Gardeners,https://www.goodreads.com/book/show/12510838-vegetable-gardening-the-colonial-williamsburg-way?from_search=true&from_srp=true&qid=ynPEHrAI7f&rank=40,['Wesley Greene'],4.36,66,3,18th-century,,,,,,399
