id,genre,genre_link
993,princesses,https://www.goodreads.com/search?q=princesses
994,productivity,https://www.goodreads.com/search?q=productivity
995,professors,https://www.goodreads.com/search?q=professors
996,programming,https://www.goodreads.com/search?q=programming
997,programming-languages,https://www.goodreads.com/search?q=programming-languages
998,prostitution,https://www.goodreads.com/search?q=prostitution
999,pseudomedicine,https://www.goodreads.com/search?q=pseudomedicine
1000,pseudoscience,https://www.goodreads.com/search?q=pseudoscience
1001,psychiatry,https://www.goodreads.com/search?q=psychiatry
1002,psychoanalysis,https://www.goodreads.com/search?q=psychoanalysis
1003,psychohistory,https://www.goodreads.com/search?q=psychohistory
1004,psychological-horror,https://www.goodreads.com/search?q=psychological-horror
1005,psychological-thriller,https://www.goodreads.com/search?q=psychological-thriller
1006,psychology,https://www.goodreads.com/search?q=psychology
1007,public-transport,https://www.goodreads.com/search?q=public-transport
1008,pulp,https://www.goodreads.com/search?q=pulp
1009,pulp-adventure,https://www.goodreads.com/search?q=pulp-adventure
1010,pulp-noir,https://www.goodreads.com/search?q=pulp-noir
1011,punk,https://www.goodreads.com/search?q=punk
1012,punx,https://www.goodreads.com/search?q=punx
1013,puzzles,https://www.goodreads.com/search?q=puzzles
1014,quackery,https://www.goodreads.com/search?q=quackery
1015,qualitative-research,https://www.goodreads.com/search?q=qualitative-research
1016,quantitative-research,https://www.goodreads.com/search?q=quantitative-research
1017,quantum-mechanics,https://www.goodreads.com/search?q=quantum-mechanics
1018,queer,https://www.goodreads.com/search?q=queer
1019,queer-lit,https://www.goodreads.com/search?q=queer-lit
1020,queer-studies,https://www.goodreads.com/search?q=queer-studies
1021,quilting,https://www.goodreads.com/search?q=quilting
1022,r-subgenre-category-romance,https://www.goodreads.com/search?q=r-subgenre-category-romance
1023,rabat,https://www.goodreads.com/search?q=rabat
1024,rabbits,https://www.goodreads.com/search?q=rabbits
1025,race,https://www.goodreads.com/search?q=race
1026,racing,https://www.goodreads.com/search?q=racing
1027,railway-history,https://www.goodreads.com/search?q=railway-history
1028,railways,https://www.goodreads.com/search?q=railways
1029,read-for-college,https://www.goodreads.com/search?q=read-for-college
1030,read-for-school,https://www.goodreads.com/search?q=read-for-school
1031,real-person-fiction,https://www.goodreads.com/search?q=real-person-fiction
1032,realistic-fiction,https://www.goodreads.com/search?q=realistic-fiction
1033,realistic-young-adult,https://www.goodreads.com/search?q=realistic-young-adult
1034,recreation,https://www.goodreads.com/search?q=recreation
1035,recruitment,https://www.goodreads.com/search?q=recruitment
1036,refereeing,https://www.goodreads.com/search?q=refereeing
1037,reference,https://www.goodreads.com/search?q=reference
1038,regency,https://www.goodreads.com/search?q=regency
1039,regency-romance,https://www.goodreads.com/search?q=regency-romance
1040,regency-romance-clean,https://www.goodreads.com/search?q=regency-romance-clean
1041,relationships,https://www.goodreads.com/search?q=relationships
1042,religion,https://www.goodreads.com/search?q=religion
1043,reproductive-science,https://www.goodreads.com/search?q=reproductive-science
1044,republic-of-the-congo,https://www.goodreads.com/search?q=republic-of-the-congo
1045,research,https://www.goodreads.com/search?q=research
1046,research-methods,https://www.goodreads.com/search?q=research-methods
1047,retellings,https://www.goodreads.com/search?q=retellings
1048,reverse-harem,https://www.goodreads.com/search?q=reverse-harem
1049,road-trip,https://www.goodreads.com/search?q=road-trip
1050,robots,https://www.goodreads.com/search?q=robots
1051,rock-n-roll,https://www.goodreads.com/search?q=rock-n-roll
1052,role-playing-games,https://www.goodreads.com/search?q=role-playing-games
1053,roller-derby,https://www.goodreads.com/search?q=roller-derby
1054,roman,https://www.goodreads.com/search?q=roman
1055,roman-britain,https://www.goodreads.com/search?q=roman-britain
1056,romance,https://www.goodreads.com/search?q=romance
1057,romania,https://www.goodreads.com/search?q=romania
1058,romanian-literature,https://www.goodreads.com/search?q=romanian-literature
1059,romanovs,https://www.goodreads.com/search?q=romanovs
1060,romantic,https://www.goodreads.com/search?q=romantic
1061,romantic-suspense,https://www.goodreads.com/search?q=romantic-suspense
1062,romanticism,https://www.goodreads.com/search?q=romanticism
1063,royal-air-force,https://www.goodreads.com/search?q=royal-air-force
1064,rus,https://www.goodreads.com/search?q=rus
1065,russia,https://www.goodreads.com/search?q=russia
1066,russian-empire,https://www.goodreads.com/search?q=russian-empire
1067,russian-federation,https://www.goodreads.com/search?q=russian-federation
1068,russian-history,https://www.goodreads.com/search?q=russian-history
1069,russian-literature,https://www.goodreads.com/search?q=russian-literature
1070,russian-revolution,https://www.goodreads.com/search?q=russian-revolution
1071,rwanda,https://www.goodreads.com/search?q=rwanda
1072,saint-helena,https://www.goodreads.com/search?q=saint-helena
1073,sao-tome,https://www.goodreads.com/search?q=sao-tome
1074,sao-tome-and-principe,https://www.goodreads.com/search?q=sao-tome-and-principe
1075,satanism,https://www.goodreads.com/search?q=satanism
1076,scandinavian-literature,https://www.goodreads.com/search?q=scandinavian-literature
1077,school,https://www.goodreads.com/search?q=school
1078,school-stories,https://www.goodreads.com/search?q=school-stories
1079,science,https://www.goodreads.com/search?q=science
1080,science-fiction,https://www.goodreads.com/search?q=science-fiction
1081,science-fiction-fantasy,https://www.goodreads.com/search?q=science-fiction-fantasy
1082,science-fiction-romance,https://www.goodreads.com/search?q=science-fiction-romance
1083,science-nature,https://www.goodreads.com/search?q=science-nature
1084,scientific-method,https://www.goodreads.com/search?q=scientific-method
1085,scooters,https://www.goodreads.com/search?q=scooters
1086,scores,https://www.goodreads.com/search?q=scores
1087,scotland,https://www.goodreads.com/search?q=scotland
1088,scripture,https://www.goodreads.com/search?q=scripture
1089,seinen,https://www.goodreads.com/search?q=seinen
1090,self-building,https://www.goodreads.com/search?q=self-building
1091,self-help,https://www.goodreads.com/search?q=self-help
1092,semiotics,https://www.goodreads.com/search?q=semiotics
1093,senegal,https://www.goodreads.com/search?q=senegal
1094,sequential-art,https://www.goodreads.com/search?q=sequential-art
1095,serbian-literature,https://www.goodreads.com/search?q=serbian-literature
1096,sewing,https://www.goodreads.com/search?q=sewing
1097,sex-and-erotica,https://www.goodreads.com/search?q=sex-and-erotica
1098,sex-work,https://www.goodreads.com/search?q=sex-work
1099,sexuality,https://www.goodreads.com/search?q=sexuality
1100,seychelles,https://www.goodreads.com/search?q=seychelles
1101,shapeshifters,https://www.goodreads.com/search?q=shapeshifters
1102,shinigami,https://www.goodreads.com/search?q=shinigami
1103,shojo,https://www.goodreads.com/search?q=shojo
1104,shonen,https://www.goodreads.com/search?q=shonen
1105,short-stories,https://www.goodreads.com/search?q=short-stories
1106,short-story-collection,https://www.goodreads.com/search?q=short-story-collection
1107,shounen-ai,https://www.goodreads.com/search?q=shounen-ai
1108,siege-of-petersburg,https://www.goodreads.com/search?q=siege-of-petersburg
1109,sierra-leone,https://www.goodreads.com/search?q=sierra-leone
1110,siglo-de-oro,https://www.goodreads.com/search?q=siglo-de-oro
1111,silhouette,https://www.goodreads.com/search?q=silhouette
1112,singularity,https://www.goodreads.com/search?q=singularity
1113,skepticism,https://www.goodreads.com/search?q=skepticism
1114,slash-fiction,https://www.goodreads.com/search?q=slash-fiction
1115,slice-of-life,https://www.goodreads.com/search?q=slice-of-life
1116,soccer,https://www.goodreads.com/search?q=soccer
1117,social,https://www.goodreads.com/search?q=social
1118,social-change,https://www.goodreads.com/search?q=social-change
1119,social-issues,https://www.goodreads.com/search?q=social-issues
1120,social-justice,https://www.goodreads.com/search?q=social-justice
1121,social-media,https://www.goodreads.com/search?q=social-media
1122,social-movements,https://www.goodreads.com/search?q=social-movements
1123,social-science,https://www.goodreads.com/search?q=social-science
1124,social-welfare,https://www.goodreads.com/search?q=social-welfare
1125,social-work,https://www.goodreads.com/search?q=social-work
1126,society,https://www.goodreads.com/search?q=society
1127,sociology,https://www.goodreads.com/search?q=sociology
1128,software,https://www.goodreads.com/search?q=software
1129,soldiers,https://www.goodreads.com/search?q=soldiers
1130,somalia,https://www.goodreads.com/search?q=somalia
1131,south-africa,https://www.goodreads.com/search?q=south-africa
1132,south-sudan,https://www.goodreads.com/search?q=south-sudan
1133,southern,https://www.goodreads.com/search?q=southern
1134,southern-africa,https://www.goodreads.com/search?q=southern-africa
1135,southern-gothic,https://www.goodreads.com/search?q=southern-gothic
1136,southern-war-for-independance,https://www.goodreads.com/search?q=southern-war-for-independance
1137,soviet-history,https://www.goodreads.com/search?q=soviet-history
1138,soviet-union,https://www.goodreads.com/search?q=soviet-union
1139,space,https://www.goodreads.com/search?q=space
1140,space-archaeology,https://www.goodreads.com/search?q=space-archaeology
1141,space-opera,https://www.goodreads.com/search?q=space-opera
1142,spain,https://www.goodreads.com/search?q=spain
1143,spanish-armada,https://www.goodreads.com/search?q=spanish-armada
1144,spanish-civil-war,https://www.goodreads.com/search?q=spanish-civil-war
1145,spanish-history,https://www.goodreads.com/search?q=spanish-history
1146,spanish-literature,https://www.goodreads.com/search?q=spanish-literature
1147,speculative-fiction,https://www.goodreads.com/search?q=speculative-fiction
1148,spider-man,https://www.goodreads.com/search?q=spider-man
1149,spiritualism,https://www.goodreads.com/search?q=spiritualism
1150,spirituality,https://www.goodreads.com/search?q=spirituality
1151,splatterpunk,https://www.goodreads.com/search?q=splatterpunk
1152,sports,https://www.goodreads.com/search?q=sports
1153,sports-romance,https://www.goodreads.com/search?q=sports-romance
1154,spy-thriller,https://www.goodreads.com/search?q=spy-thriller
1155,st-petersburg,https://www.goodreads.com/search?q=st-petersburg
1156,stand-up,https://www.goodreads.com/search?q=stand-up
1157,star-trek,https://www.goodreads.com/search?q=star-trek
1158,star-trek-deep-space-nine,https://www.goodreads.com/search?q=star-trek-deep-space-nine
1159,star-trek-enterprise,https://www.goodreads.com/search?q=star-trek-enterprise
1160,star-trek-original-series,https://www.goodreads.com/search?q=star-trek-original-series
1161,star-trek-the-next-generation,https://www.goodreads.com/search?q=star-trek-the-next-generation
1162,star-trek-voyager,https://www.goodreads.com/search?q=star-trek-voyager
1163,star-wars,https://www.goodreads.com/search?q=star-wars
1164,steam-trains,https://www.goodreads.com/search?q=steam-trains
1165,steampunk,https://www.goodreads.com/search?q=steampunk
1166,steampunk-romance,https://www.goodreads.com/search?q=steampunk-romance
1167,storytime,https://www.goodreads.com/search?q=storytime
1168,street-art,https://www.goodreads.com/search?q=street-art
1169,streetmap,https://www.goodreads.com/search?q=streetmap
1170,strippers,https://www.goodreads.com/search?q=strippers
1171,stuart,https://www.goodreads.com/search?q=stuart
1172,students,https://www.goodreads.com/search?q=students
1173,subtraction,https://www.goodreads.com/search?q=subtraction
1174,sudan,https://www.goodreads.com/search?q=sudan
1175,suisse,https://www.goodreads.com/search?q=suisse
1176,sunday-comics,https://www.goodreads.com/search?q=sunday-comics
1177,superheroes,https://www.goodreads.com/search?q=superheroes
1178,superman,https://www.goodreads.com/search?q=superman
1179,supernatural,https://www.goodreads.com/search?q=supernatural
1180,supernatural-romance,https://www.goodreads.com/search?q=supernatural-romance
1181,superstition,https://www.goodreads.com/search?q=superstition
1182,surreal,https://www.goodreads.com/search?q=surreal
1183,survival,https://www.goodreads.com/search?q=survival
1184,suspense,https://www.goodreads.com/search?q=suspense
1185,sustainability,https://www.goodreads.com/search?q=sustainability
1186,swashbuckling,https://www.goodreads.com/search?q=swashbuckling
1187,swaziland,https://www.goodreads.com/search?q=swaziland
1188,sweden,https://www.goodreads.com/search?q=sweden
1189,swedish-literature,https://www.goodreads.com/search?q=swedish-literature
1190,sword-and-planet,https://www.goodreads.com/search?q=sword-and-planet
1191,sword-and-sorcery,https://www.goodreads.com/search?q=sword-and-sorcery
1192,syrian-civil-war,https://www.goodreads.com/search?q=syrian-civil-war
1193,tanzania,https://www.goodreads.com/search?q=tanzania
1194,taoism,https://www.goodreads.com/search?q=taoism
1195,tarot,https://www.goodreads.com/search?q=tarot
1196,tasmania,https://www.goodreads.com/search?q=tasmania
1197,taxation,https://www.goodreads.com/search?q=taxation
1198,tea,https://www.goodreads.com/search?q=tea
1199,teachers,https://www.goodreads.com/search?q=teachers
1200,teaching,https://www.goodreads.com/search?q=teaching
1201,technical,https://www.goodreads.com/search?q=technical
1202,technology,https://www.goodreads.com/search?q=technology
1203,teen,https://www.goodreads.com/search?q=teen
1204,terrorism,https://www.goodreads.com/search?q=terrorism
1205,textbooks,https://www.goodreads.com/search?q=textbooks
1206,the-1700s,https://www.goodreads.com/search?q=the-1700s
1207,the-alps,https://www.goodreads.com/search?q=the-alps
1208,the-americas,https://www.goodreads.com/search?q=the-americas
1209,the-gambia,https://www.goodreads.com/search?q=the-gambia
1210,the-united-states-of-america,https://www.goodreads.com/search?q=the-united-states-of-america
1211,the-world,https://www.goodreads.com/search?q=the-world
1212,theatre,https://www.goodreads.com/search?q=theatre
1213,thelema,https://www.goodreads.com/search?q=thelema
1214,theology,https://www.goodreads.com/search?q=theology
1215,theory,https://www.goodreads.com/search?q=theory
1216,theosophy,https://www.goodreads.com/search?q=theosophy
1217,threesome,https://www.goodreads.com/search?q=threesome
1218,thriller,https://www.goodreads.com/search?q=thriller
1219,time-travel,https://www.goodreads.com/search?q=time-travel
1220,time-travel-romance,https://www.goodreads.com/search?q=time-travel-romance
1221,togo,https://www.goodreads.com/search?q=togo
1222,tourette-syndrome,https://www.goodreads.com/search?q=tourette-syndrome
1223,traditional-chinese-medicine,https://www.goodreads.com/search?q=traditional-chinese-medicine
1224,traditional-regency,https://www.goodreads.com/search?q=traditional-regency
1225,tragedy,https://www.goodreads.com/search?q=tragedy
1226,trains,https://www.goodreads.com/search?q=trains
1227,transgender,https://www.goodreads.com/search?q=transgender
1228,transgender-romance,https://www.goodreads.com/search?q=transgender-romance
1229,transmississippi,https://www.goodreads.com/search?q=transmississippi
1230,transport,https://www.goodreads.com/search?q=transport
1231,transsexual,https://www.goodreads.com/search?q=transsexual
1232,transvestism,https://www.goodreads.com/search?q=transvestism
1233,travel,https://www.goodreads.com/search?q=travel
1234,travelogue,https://www.goodreads.com/search?q=travelogue
1235,tristan-da-cunha,https://www.goodreads.com/search?q=tristan-da-cunha
1236,trivia,https://www.goodreads.com/search?q=trivia
1237,trucks,https://www.goodreads.com/search?q=trucks
1238,true-crime,https://www.goodreads.com/search?q=true-crime
1239,true-story,https://www.goodreads.com/search?q=true-story
1240,tsars,https://www.goodreads.com/search?q=tsars
1241,tudor-period,https://www.goodreads.com/search?q=tudor-period
1242,tunis,https://www.goodreads.com/search?q=tunis
1243,tunisia,https://www.goodreads.com/search?q=tunisia
1244,turkish,https://www.goodreads.com/search?q=turkish
1245,turkish-literature,https://www.goodreads.com/search?q=turkish-literature
1246,tv,https://www.goodreads.com/search?q=tv
1247,uganda,https://www.goodreads.com/search?q=uganda
1248,ukraine,https://www.goodreads.com/search?q=ukraine
1249,ukrainian-literature,https://www.goodreads.com/search?q=ukrainian-literature
1250,underground-railway,https://www.goodreads.com/search?q=underground-railway
1251,unfinished,https://www.goodreads.com/search?q=unfinished
1252,unicorns,https://www.goodreads.com/search?q=unicorns
1253,united-states,https://www.goodreads.com/search?q=united-states
1254,urban,https://www.goodreads.com/search?q=urban
1255,urban-design,https://www.goodreads.com/search?q=urban-design
1256,urban-fantasy,https://www.goodreads.com/search?q=urban-fantasy
1257,urban-fantasy-romance,https://www.goodreads.com/search?q=urban-fantasy-romance
1258,urban-legends,https://www.goodreads.com/search?q=urban-legends
1259,urban-planning,https://www.goodreads.com/search?q=urban-planning
1260,urban-studies,https://www.goodreads.com/search?q=urban-studies
1261,urbanism,https://www.goodreads.com/search?q=urbanism
1262,us-presidents,https://www.goodreads.com/search?q=us-presidents
1263,usability,https://www.goodreads.com/search?q=usability
1264,utopia,https://www.goodreads.com/search?q=utopia
1265,vaccine-hesitancy,https://www.goodreads.com/search?q=vaccine-hesitancy
1266,vaccines,https://www.goodreads.com/search?q=vaccines
1267,vampire-hunters,https://www.goodreads.com/search?q=vampire-hunters
1268,vampires,https://www.goodreads.com/search?q=vampires
1269,vegan,https://www.goodreads.com/search?q=vegan
1270,vegetarian,https://www.goodreads.com/search?q=vegetarian
1271,vegetarianism,https://www.goodreads.com/search?q=vegetarianism
1272,vespa,https://www.goodreads.com/search?q=vespa
1273,vicksburg-campaign,https://www.goodreads.com/search?q=vicksburg-campaign
1274,victor-frankenstein,https://www.goodreads.com/search?q=victor-frankenstein
1275,victorian,https://www.goodreads.com/search?q=victorian
1276,victorian-romance,https://www.goodreads.com/search?q=victorian-romance
1277,video-games,https://www.goodreads.com/search?q=video-games
1278,viking-romance,https://www.goodreads.com/search?q=viking-romance
1279,virtual-reality,https://www.goodreads.com/search?q=virtual-reality
1280,visual-art,https://www.goodreads.com/search?q=visual-art
1281,vtol,https://www.goodreads.com/search?q=vtol
1282,walking,https://www.goodreads.com/search?q=walking
1283,war,https://www.goodreads.com/search?q=war
1284,warcraft,https://www.goodreads.com/search?q=warcraft
1285,web,https://www.goodreads.com/search?q=web
1286,webcomic,https://www.goodreads.com/search?q=webcomic
1287,website-design,https://www.goodreads.com/search?q=website-design
1288,weird-fiction,https://www.goodreads.com/search?q=weird-fiction
1289,weird-west,https://www.goodreads.com/search?q=weird-west
1290,werecats,https://www.goodreads.com/search?q=werecats
1291,werewolves,https://www.goodreads.com/search?q=werewolves
1292,western-africa,https://www.goodreads.com/search?q=western-africa
1293,western-historical-romance,https://www.goodreads.com/search?q=western-historical-romance
1294,western-romance,https://www.goodreads.com/search?q=western-romance
1295,western-sahara,https://www.goodreads.com/search?q=western-sahara
1296,westerns,https://www.goodreads.com/search?q=westerns
1297,whodunit,https://www.goodreads.com/search?q=whodunit
1298,wicca,https://www.goodreads.com/search?q=wicca
1299,wilderness,https://www.goodreads.com/search?q=wilderness
1300,wildlife,https://www.goodreads.com/search?q=wildlife
1301,william-godwin,https://www.goodreads.com/search?q=william-godwin
1302,wine,https://www.goodreads.com/search?q=wine
1303,witchcraft,https://www.goodreads.com/search?q=witchcraft
1304,witches,https://www.goodreads.com/search?q=witches
1305,wizards,https://www.goodreads.com/search?q=wizards
1306,wolves,https://www.goodreads.com/search?q=wolves
1307,women-and-gender-studies,https://www.goodreads.com/search?q=women-and-gender-studies
1308,womens,https://www.goodreads.com/search?q=womens
1309,womens-fiction,https://www.goodreads.com/search?q=womens-fiction
1310,womens-rights,https://www.goodreads.com/search?q=womens-rights
1311,womens-sports,https://www.goodreads.com/search?q=womens-sports
1312,womens-studies,https://www.goodreads.com/search?q=womens-studies
1313,wonder-woman,https://www.goodreads.com/search?q=wonder-woman
1314,woodwork,https://www.goodreads.com/search?q=woodwork
1315,words,https://www.goodreads.com/search?q=words
1316,world-history,https://www.goodreads.com/search?q=world-history
1317,world-of-darkness,https://www.goodreads.com/search?q=world-of-darkness
1318,world-of-warcraft,https://www.goodreads.com/search?q=world-of-warcraft
1319,world-war-i,https://www.goodreads.com/search?q=world-war-i
1320,world-war-ii,https://www.goodreads.com/search?q=world-war-ii
1321,writing,https://www.goodreads.com/search?q=writing
1322,wwii-related-fiction,https://www.goodreads.com/search?q=wwii-related-fiction
1323,x-men,https://www.goodreads.com/search?q=x-men
1324,yaoi,https://www.goodreads.com/search?q=yaoi
1325,yeti,https://www.goodreads.com/search?q=yeti
1326,young-adult,https://www.goodreads.com/search?q=young-adult
1327,young-adult-contemporary,https://www.goodreads.com/search?q=young-adult-contemporary
1328,young-adult-fantasy,https://www.goodreads.com/search?q=young-adult-fantasy
1329,young-adult-historical-fiction,https://www.goodreads.com/search?q=young-adult-historical-fiction
1330,young-adult-paranormal,https://www.goodreads.com/search?q=young-adult-paranormal
1331,young-adult-romance,https://www.goodreads.com/search?q=young-adult-romance
1332,young-adult-science-fiction,https://www.goodreads.com/search?q=young-adult-science-fiction
1333,young-earth,https://www.goodreads.com/search?q=young-earth
1334,young-readers,https://www.goodreads.com/search?q=young-readers
1335,yuri,https://www.goodreads.com/search?q=yuri
1336,zambia,https://www.goodreads.com/search?q=zambia
1337,zen,https://www.goodreads.com/search?q=zen
1338,zimbabwe,https://www.goodreads.com/search?q=zimbabwe
1339,zombies,https://www.goodreads.com/search?q=zombies
1340,漫画,https://www.goodreads.com/search?q=漫画
